INFO     | 2019-11-14 13:32:46,098 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2019-11-14 13:47:14,218 | progress   |       Finished subset 6/19, 31.58 percent done
INFO     | 2019-11-14 13:47:39,568 | progress   |       Finished subset 7/19, 36.84 percent done
INFO     | 2019-11-14 13:48:05,347 | progress   |       Finished subset 8/19, 42.11 percent done
INFO     | 2019-11-14 13:48:37,273 | progress   |       Finished subset 9/19, 47.37 percent done
INFO     | 2019-11-14 13:49:02,410 | progress   |       Finished subset 10/19, 52.63 percent done
INFO     | 2019-11-14 13:49:29,198 | progress   |       Finished subset 11/19, 57.89 percent done
INFO     | 2019-11-14 13:49:58,038 | progress   |       Finished subset 12/19, 63.16 percent done
INFO     | 2019-11-14 13:50:23,321 | progress   |       Finished subset 13/19, 68.42 percent done
INFO     | 2019-11-14 13:50:49,480 | progress   |       Finished subset 14/19, 73.68 percent done
INFO     | 2019-11-14 13:51:14,945 | progress   |       Finished subset 15/19, 78.95 percent done
INFO     | 2019-11-14 13:51:42,291 | progress   |       Finished subset 16/19, 84.21 percent done
INFO     | 2019-11-14 13:52:18,297 | progress   |       Finished subset 17/19, 89.47 percent done
INFO     | 2019-11-14 13:52:46,819 | progress   |       Finished subset 18/19, 94.74 percent done
INFO     | 2019-11-14 13:53:16,321 | progress   |       Finished subset 19/19, 100.00 percent done
INFO     | 2019-11-14 13:53:16,323 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 13:53:16,345 | analysis_m |       Combining subsets: 'gene1' and 'gene6'
INFO     | 2019-11-14 13:53:16,346 | analysis_m |       The best scheme has 19 subsets and improves the aic score by 2.00 to 2764.7
INFO     | 2019-11-14 13:53:16,349 | analysis_m |    *** Relaxed clustering algorithm step 2 of up to 19 ***
INFO     | 2019-11-14 13:53:16,349 | analysis_m |       Measuring the similarity of 171 subset pairs
INFO     | 2019-11-14 13:53:16,350 | analysis_m |       Choosing the 18 most similar subset pairs
INFO     | 2019-11-14 13:53:16,351 | analysis_m |       Analysing 4 new subset pairs
INFO     | 2019-11-14 13:53:47,104 | progress   |       Finished subset 1/4, 25.00 percent done
INFO     | 2019-11-14 13:54:14,025 | progress   |       Finished subset 2/4, 50.00 percent done
INFO     | 2019-11-14 13:54:41,942 | progress   |       Finished subset 3/4, 75.00 percent done
INFO     | 2019-11-14 13:55:09,783 | progress   |       Finished subset 4/4, 100.00 percent done
INFO     | 2019-11-14 13:55:09,784 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 13:55:09,800 | analysis_m |       Combining subsets: 'gene13' and 'gene11'
INFO     | 2019-11-14 13:55:09,801 | analysis_m |       The best scheme has 18 subsets and improves the aic score by 2.00 to 2762.7
INFO     | 2019-11-14 13:55:09,802 | analysis_m |    *** Relaxed clustering algorithm step 3 of up to 19 ***
INFO     | 2019-11-14 13:55:09,803 | analysis_m |       Measuring the similarity of 153 subset pairs
INFO     | 2019-11-14 13:55:09,803 | analysis_m |       Choosing the 16 most similar subset pairs
INFO     | 2019-11-14 13:55:09,804 | analysis_m |       Analysing 3 new subset pairs
INFO     | 2019-11-14 13:55:40,657 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2019-11-14 13:56:08,497 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2019-11-14 13:56:40,318 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2019-11-14 13:56:40,321 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 13:56:40,334 | analysis_m |       Combining subsets: 'gene7' and 'gene13, gene11'
INFO     | 2019-11-14 13:56:40,335 | analysis_m |       The best scheme has 17 subsets and improves the aic score by 2.00 to 2760.7
INFO     | 2019-11-14 13:56:40,340 | analysis_m |    *** Relaxed clustering algorithm step 4 of up to 19 ***
INFO     | 2019-11-14 13:56:40,340 | analysis_m |       Measuring the similarity of 136 subset pairs
INFO     | 2019-11-14 13:56:40,341 | analysis_m |       Choosing the 14 most similar subset pairs
INFO     | 2019-11-14 13:56:40,341 | analysis_m |       Analysing 1 new subset pairs
INFO     | 2019-11-14 13:57:08,836 | progress   |       Finished subset 1/1, 100.00 percent done
INFO     | 2019-11-14 13:57:08,837 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 13:57:08,852 | analysis_m |       Combining subsets: 'gene16' and 'gene5'
INFO     | 2019-11-14 13:57:08,852 | analysis_m |       The best scheme has 16 subsets and improves the aic score by 1.94 to 2758.7
INFO     | 2019-11-14 13:57:08,854 | analysis_m |    *** Relaxed clustering algorithm step 5 of up to 19 ***
INFO     | 2019-11-14 13:57:08,854 | analysis_m |       Measuring the similarity of 120 subset pairs
INFO     | 2019-11-14 13:57:08,854 | analysis_m |       Choosing the 12 most similar subset pairs
INFO     | 2019-11-14 13:57:08,856 | analysis_m |       Analysing 4 new subset pairs
INFO     | 2019-11-14 13:57:40,654 | progress   |       Finished subset 1/4, 25.00 percent done
INFO     | 2019-11-14 13:58:08,158 | progress   |       Finished subset 2/4, 50.00 percent done
INFO     | 2019-11-14 13:58:37,081 | progress   |       Finished subset 3/4, 75.00 percent done
INFO     | 2019-11-14 13:59:02,570 | progress   |       Finished subset 4/4, 100.00 percent done
INFO     | 2019-11-14 13:59:02,571 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 13:59:02,583 | analysis_m |       Combining subsets: 'gene4' and 'gene1, gene6'
INFO     | 2019-11-14 13:59:02,583 | analysis_m |       The best scheme has 15 subsets and improves the aic score by 1.91 to 2756.8
INFO     | 2019-11-14 13:59:02,585 | analysis_m |    *** Relaxed clustering algorithm step 6 of up to 19 ***
INFO     | 2019-11-14 13:59:02,585 | analysis_m |       Measuring the similarity of 105 subset pairs
INFO     | 2019-11-14 13:59:02,585 | analysis_m |       Choosing the 11 most similar subset pairs
INFO     | 2019-11-14 13:59:02,586 | analysis_m |       Analysing 3 new subset pairs
INFO     | 2019-11-14 13:59:29,595 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2019-11-14 13:59:53,354 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2019-11-14 14:00:19,195 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2019-11-14 14:00:19,196 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 14:00:19,202 | analysis_m |       Combining subsets: 'gene3' and 'gene8'
INFO     | 2019-11-14 14:00:19,203 | analysis_m |       The best scheme has 14 subsets and improves the aic score by 1.84 to 2755.0
INFO     | 2019-11-14 14:00:19,205 | analysis_m |    *** Relaxed clustering algorithm step 7 of up to 19 ***
INFO     | 2019-11-14 14:00:19,205 | analysis_m |       Measuring the similarity of 91 subset pairs
INFO     | 2019-11-14 14:00:19,206 | analysis_m |       Choosing the 10 most similar subset pairs
INFO     | 2019-11-14 14:00:19,206 | analysis_m |       Analysing 2 new subset pairs
INFO     | 2019-11-14 14:00:45,317 | progress   |       Finished subset 1/2, 50.00 percent done
INFO     | 2019-11-14 14:01:10,506 | progress   |       Finished subset 2/2, 100.00 percent done
INFO     | 2019-11-14 14:01:10,507 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 14:01:10,515 | analysis_m |       Combining subsets: 'gene20' and 'gene4, gene1, gene6'
INFO     | 2019-11-14 14:01:10,516 | analysis_m |       The best scheme has 13 subsets and improves the aic score by 1.81 to 2753.1
INFO     | 2019-11-14 14:01:10,518 | analysis_m |    *** Relaxed clustering algorithm step 8 of up to 19 ***
INFO     | 2019-11-14 14:01:10,518 | analysis_m |       Measuring the similarity of 78 subset pairs
INFO     | 2019-11-14 14:01:10,519 | analysis_m |       Choosing the 8 most similar subset pairs
INFO     | 2019-11-14 14:01:10,519 | analysis_m |       Analysing 2 new subset pairs
INFO     | 2019-11-14 14:01:36,661 | progress   |       Finished subset 1/2, 50.00 percent done
INFO     | 2019-11-14 14:02:02,957 | progress   |       Finished subset 2/2, 100.00 percent done
INFO     | 2019-11-14 14:02:02,957 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 14:02:02,965 | analysis_m |       Combining subsets: 'gene9' and 'gene12'
INFO     | 2019-11-14 14:02:02,966 | analysis_m |       The best scheme has 12 subsets and improves the aic score by 1.79 to 2751.4
INFO     | 2019-11-14 14:02:02,968 | analysis_m |    *** Relaxed clustering algorithm step 9 of up to 19 ***
INFO     | 2019-11-14 14:02:02,968 | analysis_m |       Measuring the similarity of 66 subset pairs
INFO     | 2019-11-14 14:02:02,969 | analysis_m |       Choosing the 7 most similar subset pairs
INFO     | 2019-11-14 14:02:02,969 | analysis_m |       Analysing 2 new subset pairs
INFO     | 2019-11-14 14:02:29,616 | progress   |       Finished subset 1/2, 50.00 percent done
INFO     | 2019-11-14 14:02:53,124 | progress   |       Finished subset 2/2, 100.00 percent done
INFO     | 2019-11-14 14:02:53,125 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 14:02:53,130 | analysis_m |       Combining subsets: 'gene17' and 'gene16, gene5'
INFO     | 2019-11-14 14:02:53,131 | analysis_m |       The best scheme has 11 subsets and improves the aic score by 0.94 to 2750.4
INFO     | 2019-11-14 14:02:53,132 | analysis_m |    *** Relaxed clustering algorithm step 10 of up to 19 ***
INFO     | 2019-11-14 14:02:53,132 | analysis_m |       Measuring the similarity of 55 subset pairs
INFO     | 2019-11-14 14:02:53,132 | analysis_m |       Choosing the 6 most similar subset pairs
INFO     | 2019-11-14 14:02:53,133 | analysis_m |       Analysing 2 new subset pairs
INFO     | 2019-11-14 14:03:21,933 | progress   |       Finished subset 1/2, 50.00 percent done
INFO     | 2019-11-14 14:03:47,210 | progress   |       Finished subset 2/2, 100.00 percent done
INFO     | 2019-11-14 14:03:47,210 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-11-14 14:03:47,214 | analysis_m |       Combining subsets: 'gene2' and 'gene7, gene13, gene11'
INFO     | 2019-11-14 14:03:47,215 | analysis_m |       The best scheme has 10 subsets and improves the aic score by 0.83 to 2749.6
INFO     | 2019-11-14 14:03:47,217 | analysis_m |    *** Relaxed clustering algorithm step 11 of up to 19 ***
INFO     | 2019-11-14 14:03:47,217 | analysis_m |       Measuring the similarity of 45 subset pairs
INFO     | 2019-11-14 14:03:47,218 | analysis_m |       Choosing the 5 most similar subset pairs
INFO     | 2019-11-14 14:03:47,218 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2019-11-14 14:03:47,219 | analysis_m |    Relaxed clustering algorithm finished after 11 steps
INFO     | 2019-11-14 14:03:47,219 | analysis_m |    Best scoring scheme is scheme step_10, with aic score of 2749.592
INFO     | 2019-11-14 14:03:47,220 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2019-11-14 14:03:47,358 | model_util |    
INFO     | 2019-11-14 14:03:47,358 | model_util |    
INFO     | 2019-11-14 14:03:47,358 | model_util |    *Citations for this analysis*
INFO     | 2019-11-14 14:03:47,358 | model_util |    -----------------------------
INFO     | 2019-11-14 14:03:47,358 | model_util |    
INFO     | 2019-11-14 14:03:47,358 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2019-11-14 14:03:47,358 | model_util |    
INFO     | 2019-11-14 14:03:47,359 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2019-11-14 14:03:47,359 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2019-11-14 14:03:47,359 | model_util |    
INFO     | 2019-11-14 14:03:47,359 | model_util |    For the rcluster algorithm you used, please cite:
INFO     | 2019-11-14 14:03:47,359 | model_util |    Lanfear, R., Calcott, B., Kainer, D., Mayer, C., & Stamatakis, A. (2014). Selecting optimal partitioning schemes for phylogenomic datasets. BMC evolutionary biology, 14(1), 82.
INFO     | 2019-11-14 14:03:47,364 | model_util |    
INFO     | 2019-11-14 14:03:47,364 | model_util |    Your analysis also used RAxML, so please cite:
INFO     | 2019-11-14 14:03:47,365 | model_util |    Stamatakis, A. (2014). RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies. Bioinformatics, 30(9), 1312-1313.
INFO     | 2019-11-14 14:03:47,365 | model_util |    
INFO     | 2019-11-14 14:03:47,371 | main       | Total processing time: 0:31:01 (h:m:s)
INFO     | 2019-11-14 14:03:47,372 | main       | Processing complete.
