INFO     | 2020-01-08 18:14:22,960 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2020-01-08 18:34:38,999 | analysis_m |    Set rcluster-max to 1000
INFO     | 2020-01-08 18:34:39,001 | analysis_m |    PartitionFinder will have to analyse 6321 subsets to complete this analyses
INFO     | 2020-01-08 18:34:39,002 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2020-01-08 18:36:36,308 | progress   |       Finished subset 1/80, 1.25 percent done
INFO     | 2020-01-08 18:39:13,070 | progress   |       Finished subset 2/80, 2.50 percent done
INFO     | 2020-01-08 18:41:27,599 | progress   |       Finished subset 3/80, 3.75 percent done
INFO     | 2020-01-08 18:43:41,981 | progress   |       Finished subset 4/80, 5.00 percent done
INFO     | 2020-01-08 18:45:57,454 | progress   |       Finished subset 5/80, 6.25 percent done
INFO     | 2020-01-08 18:47:42,147 | progress   |       Finished subset 6/80, 7.50 percent done
INFO     | 2020-01-08 18:49:21,502 | progress   |       Finished subset 7/80, 8.75 percent done
INFO     | 2020-01-08 18:51:03,415 | progress   |       Finished subset 8/80, 10.00 percent done
INFO     | 2020-01-08 18:53:01,556 | progress   |       Finished subset 9/80, 11.25 percent done
INFO     | 2020-01-08 18:54:51,639 | progress   |       Finished subset 10/80, 12.50 percent done
INFO     | 2020-01-08 18:56:48,177 | progress   |       Finished subset 11/80, 13.75 percent done
INFO     | 2020-01-08 18:58:25,475 | progress   |       Finished subset 12/80, 15.00 percent done
INFO     | 2020-01-08 19:00:13,921 | progress   |       Finished subset 13/80, 16.25 percent done
INFO     | 2020-01-08 19:01:55,903 | progress   |       Finished subset 14/80, 17.50 percent done
INFO     | 2020-01-08 19:04:01,413 | progress   |       Finished subset 15/80, 18.75 percent done
INFO     | 2020-01-08 19:05:54,358 | progress   |       Finished subset 16/80, 20.00 percent done
INFO     | 2020-01-08 19:07:35,759 | progress   |       Finished subset 17/80, 21.25 percent done
INFO     | 2020-01-08 19:09:17,185 | progress   |       Finished subset 18/80, 22.50 percent done
INFO     | 2020-01-08 19:11:12,137 | progress   |       Finished subset 19/80, 23.75 percent done
INFO     | 2020-01-08 19:13:01,089 | progress   |       Finished subset 20/80, 25.00 percent done
INFO     | 2020-01-08 19:14:44,546 | progress   |       Finished subset 21/80, 26.25 percent done
INFO     | 2020-01-08 19:16:03,671 | progress   |       Finished subset 22/80, 27.50 percent done
INFO     | 2020-01-08 19:17:47,654 | progress   |       Finished subset 23/80, 28.75 percent done
INFO     | 2020-01-08 19:19:51,381 | progress   |       Finished subset 24/80, 30.00 percent done
INFO     | 2020-01-08 19:21:40,151 | progress   |       Finished subset 25/80, 31.25 percent done
INFO     | 2020-01-08 19:23:26,697 | progress   |       Finished subset 26/80, 32.50 percent done
INFO     | 2020-01-08 19:24:46,005 | progress   |       Finished subset 27/80, 33.75 percent done
INFO     | 2020-01-08 19:26:13,186 | progress   |       Finished subset 28/80, 35.00 percent done
INFO     | 2020-01-08 19:28:01,286 | progress   |       Finished subset 29/80, 36.25 percent done
INFO     | 2020-01-08 19:29:50,514 | progress   |       Finished subset 30/80, 37.50 percent done
INFO     | 2020-01-08 19:31:30,044 | progress   |       Finished subset 31/80, 38.75 percent done
INFO     | 2020-01-08 19:33:12,473 | progress   |       Finished subset 32/80, 40.00 percent done
INFO     | 2020-01-08 19:35:08,478 | progress   |       Finished subset 33/80, 41.25 percent done
INFO     | 2020-01-08 19:36:41,805 | progress   |       Finished subset 34/80, 42.50 percent done
INFO     | 2020-01-08 19:38:05,344 | progress   |       Finished subset 35/80, 43.75 percent done
INFO     | 2020-01-08 19:39:43,485 | progress   |       Finished subset 36/80, 45.00 percent done
INFO     | 2020-01-08 19:41:26,696 | progress   |       Finished subset 37/80, 46.25 percent done
INFO     | 2020-01-08 19:42:56,992 | progress   |       Finished subset 38/80, 47.50 percent done
INFO     | 2020-01-08 19:44:46,887 | progress   |       Finished subset 39/80, 48.75 percent done
INFO     | 2020-01-08 19:46:16,218 | progress   |       Finished subset 40/80, 50.00 percent done
INFO     | 2020-01-08 19:48:03,011 | progress   |       Finished subset 41/80, 51.25 percent done
INFO     | 2020-01-08 19:49:27,132 | progress   |       Finished subset 42/80, 52.50 percent done
INFO     | 2020-01-08 19:51:13,403 | progress   |       Finished subset 43/80, 53.75 percent done
INFO     | 2020-01-08 19:52:43,383 | progress   |       Finished subset 44/80, 55.00 percent done
INFO     | 2020-01-08 19:53:59,226 | progress   |       Finished subset 45/80, 56.25 percent done
INFO     | 2020-01-08 19:55:34,685 | progress   |       Finished subset 46/80, 57.50 percent done
INFO     | 2020-01-08 19:56:47,588 | progress   |       Finished subset 47/80, 58.75 percent done
INFO     | 2020-01-08 19:58:11,922 | progress   |       Finished subset 48/80, 60.00 percent done
INFO     | 2020-01-08 19:59:55,175 | progress   |       Finished subset 49/80, 61.25 percent done
INFO     | 2020-01-08 20:01:19,250 | progress   |       Finished subset 50/80, 62.50 percent done
INFO     | 2020-01-08 20:02:49,533 | progress   |       Finished subset 51/80, 63.75 percent done
INFO     | 2020-01-08 20:04:19,700 | progress   |       Finished subset 52/80, 65.00 percent done
INFO     | 2020-01-08 20:05:48,867 | progress   |       Finished subset 53/80, 66.25 percent done
INFO     | 2020-01-08 20:07:10,487 | progress   |       Finished subset 54/80, 67.50 percent done
INFO     | 2020-01-08 20:08:33,922 | progress   |       Finished subset 55/80, 68.75 percent done
INFO     | 2020-01-08 20:10:04,537 | progress   |       Finished subset 56/80, 70.00 percent done
INFO     | 2020-01-08 20:11:35,501 | progress   |       Finished subset 57/80, 71.25 percent done
INFO     | 2020-01-08 20:12:59,203 | progress   |       Finished subset 58/80, 72.50 percent done
INFO     | 2020-01-08 20:14:19,637 | progress   |       Finished subset 59/80, 73.75 percent done
INFO     | 2020-01-08 20:15:55,785 | progress   |       Finished subset 60/80, 75.00 percent done
INFO     | 2020-01-08 20:17:35,606 | progress   |       Finished subset 61/80, 76.25 percent done
INFO     | 2020-01-08 20:19:07,610 | progress   |       Finished subset 62/80, 77.50 percent done
INFO     | 2020-01-08 20:20:16,028 | progress   |       Finished subset 63/80, 78.75 percent done
INFO     | 2020-01-08 20:21:50,765 | progress   |       Finished subset 64/80, 80.00 percent done
INFO     | 2020-01-08 20:23:30,225 | progress   |       Finished subset 65/80, 81.25 percent done
INFO     | 2020-01-08 20:25:01,946 | progress   |       Finished subset 66/80, 82.50 percent done
INFO     | 2020-01-08 20:26:27,460 | progress   |       Finished subset 67/80, 83.75 percent done
INFO     | 2020-01-08 20:27:36,386 | progress   |       Finished subset 68/80, 85.00 percent done
INFO     | 2020-01-08 20:29:04,720 | progress   |       Finished subset 69/80, 86.25 percent done
INFO     | 2020-01-08 20:30:23,933 | progress   |       Finished subset 70/80, 87.50 percent done
INFO     | 2020-01-08 20:31:46,622 | progress   |       Finished subset 71/80, 88.75 percent done
INFO     | 2020-01-08 20:32:59,197 | progress   |       Finished subset 72/80, 90.00 percent done
INFO     | 2020-01-08 20:34:40,552 | progress   |       Finished subset 73/80, 91.25 percent done
INFO     | 2020-01-08 20:36:12,522 | progress   |       Finished subset 74/80, 92.50 percent done
INFO     | 2020-01-08 20:37:21,347 | progress   |       Finished subset 75/80, 93.75 percent done
INFO     | 2020-01-08 20:38:32,668 | progress   |       Finished subset 76/80, 95.00 percent done
INFO     | 2020-01-08 20:39:52,013 | progress   |       Finished subset 77/80, 96.25 percent done
INFO     | 2020-01-08 20:40:59,785 | progress   |       Finished subset 78/80, 97.50 percent done
INFO     | 2020-01-08 20:42:01,320 | progress   |       Finished subset 79/80, 98.75 percent done
INFO     | 2020-01-08 20:43:21,301 | progress   |       Finished subset 80/80, 100.00 percent done
INFO     | 2020-01-08 20:43:21,336 | analysis_m |    *** Relaxed clustering algorithm step 1 of up to 79 ***
INFO     | 2020-01-08 20:43:21,338 | analysis_m |       Measuring the similarity of 3160 subset pairs
INFO     | 2020-01-08 20:43:21,342 | analysis_m |       Choosing the 316 most similar subset pairs
INFO     | 2020-01-08 20:43:21,350 | analysis_m |       Analysing 316 new subset pairs
INFO     | 2020-01-08 20:47:35,577 | progress   |       Finished subset 1/316, 0.32 percent done
INFO     | 2020-01-08 20:50:37,237 | progress   |       Finished subset 2/316, 0.63 percent done
INFO     | 2020-01-08 20:54:43,926 | progress   |       Finished subset 3/316, 0.95 percent done
INFO     | 2020-01-08 20:57:30,194 | progress   |       Finished subset 4/316, 1.27 percent done
INFO     | 2020-01-08 21:01:42,600 | progress   |       Finished subset 5/316, 1.58 percent done
INFO     | 2020-01-08 21:05:28,185 | progress   |       Finished subset 6/316, 1.90 percent done
INFO     | 2020-01-08 21:08:26,573 | progress   |       Finished subset 7/316, 2.22 percent done
INFO     | 2020-01-08 21:11:44,730 | progress   |       Finished subset 8/316, 2.53 percent done
INFO     | 2020-01-08 21:14:42,148 | progress   |       Finished subset 9/316, 2.85 percent done
INFO     | 2020-01-08 21:17:24,717 | progress   |       Finished subset 10/316, 3.16 percent done
INFO     | 2020-01-08 21:21:17,578 | progress   |       Finished subset 11/316, 3.48 percent done
INFO     | 2020-01-08 21:24:03,478 | progress   |       Finished subset 12/316, 3.80 percent done
INFO     | 2020-01-08 21:26:53,136 | progress   |       Finished subset 13/316, 4.11 percent done
INFO     | 2020-01-08 21:29:30,675 | progress   |       Finished subset 14/316, 4.43 percent done
INFO     | 2020-01-08 21:33:16,263 | progress   |       Finished subset 15/316, 4.75 percent done
INFO     | 2020-01-08 21:36:00,764 | progress   |       Finished subset 16/316, 5.06 percent done
INFO     | 2020-01-08 21:39:15,385 | progress   |       Finished subset 17/316, 5.38 percent done
INFO     | 2020-01-08 21:42:23,547 | progress   |       Finished subset 18/316, 5.70 percent done
INFO     | 2020-01-08 21:45:43,232 | progress   |       Finished subset 19/316, 6.01 percent done
INFO     | 2020-01-08 21:49:23,942 | progress   |       Finished subset 20/316, 6.33 percent done
INFO     | 2020-01-08 21:52:54,588 | progress   |       Finished subset 21/316, 6.65 percent done
INFO     | 2020-01-08 21:56:08,358 | progress   |       Finished subset 22/316, 6.96 percent done
INFO     | 2020-01-08 22:00:00,683 | progress   |       Finished subset 23/316, 7.28 percent done
INFO     | 2020-01-08 22:03:25,467 | progress   |       Finished subset 24/316, 7.59 percent done
INFO     | 2020-01-08 22:06:27,797 | progress   |       Finished subset 25/316, 7.91 percent done
INFO     | 2020-01-08 22:09:42,108 | progress   |       Finished subset 26/316, 8.23 percent done
INFO     | 2020-01-08 22:12:25,076 | progress   |       Finished subset 27/316, 8.54 percent done
INFO     | 2020-01-08 22:15:33,554 | progress   |       Finished subset 28/316, 8.86 percent done
INFO     | 2020-01-08 22:18:36,843 | progress   |       Finished subset 29/316, 9.18 percent done
INFO     | 2020-01-08 22:21:50,483 | progress   |       Finished subset 30/316, 9.49 percent done
INFO     | 2020-01-08 22:25:17,126 | progress   |       Finished subset 31/316, 9.81 percent done
INFO     | 2020-01-08 22:27:35,589 | progress   |       Finished subset 32/316, 10.13 percent done
INFO     | 2020-01-08 22:30:57,903 | progress   |       Finished subset 33/316, 10.44 percent done
INFO     | 2020-01-08 22:33:58,176 | progress   |       Finished subset 34/316, 10.76 percent done
INFO     | 2020-01-08 22:37:01,979 | progress   |       Finished subset 35/316, 11.08 percent done
INFO     | 2020-01-08 22:39:12,822 | progress   |       Finished subset 36/316, 11.39 percent done
INFO     | 2020-01-08 22:41:56,084 | progress   |       Finished subset 37/316, 11.71 percent done
INFO     | 2020-01-08 22:44:54,349 | progress   |       Finished subset 38/316, 12.03 percent done
INFO     | 2020-01-08 22:47:42,150 | progress   |       Finished subset 39/316, 12.34 percent done
INFO     | 2020-01-08 22:50:26,079 | progress   |       Finished subset 40/316, 12.66 percent done
INFO     | 2020-01-08 22:52:53,473 | progress   |       Finished subset 41/316, 12.97 percent done
INFO     | 2020-01-08 22:56:06,507 | progress   |       Finished subset 42/316, 13.29 percent done
INFO     | 2020-01-08 22:58:24,703 | progress   |       Finished subset 43/316, 13.61 percent done
INFO     | 2020-01-08 23:00:53,531 | progress   |       Finished subset 44/316, 13.92 percent done
INFO     | 2020-01-08 23:03:57,689 | progress   |       Finished subset 45/316, 14.24 percent done
INFO     | 2020-01-08 23:07:13,432 | progress   |       Finished subset 46/316, 14.56 percent done
INFO     | 2020-01-08 23:10:04,103 | progress   |       Finished subset 47/316, 14.87 percent done
INFO     | 2020-01-08 23:13:24,437 | progress   |       Finished subset 48/316, 15.19 percent done
INFO     | 2020-01-08 23:16:25,646 | progress   |       Finished subset 49/316, 15.51 percent done
INFO     | 2020-01-08 23:19:15,740 | progress   |       Finished subset 50/316, 15.82 percent done
INFO     | 2020-01-08 23:22:20,485 | progress   |       Finished subset 51/316, 16.14 percent done
INFO     | 2020-01-08 23:24:55,931 | progress   |       Finished subset 52/316, 16.46 percent done
INFO     | 2020-01-08 23:27:56,960 | progress   |       Finished subset 53/316, 16.77 percent done
INFO     | 2020-01-08 23:30:37,416 | progress   |       Finished subset 54/316, 17.09 percent done
INFO     | 2020-01-08 23:33:25,444 | progress   |       Finished subset 55/316, 17.41 percent done
INFO     | 2020-01-08 23:36:22,861 | progress   |       Finished subset 56/316, 17.72 percent done
INFO     | 2020-01-08 23:39:54,910 | progress   |       Finished subset 57/316, 18.04 percent done
INFO     | 2020-01-08 23:42:27,551 | progress   |       Finished subset 58/316, 18.35 percent done
INFO     | 2020-01-08 23:45:46,293 | progress   |       Finished subset 59/316, 18.67 percent done
INFO     | 2020-01-08 23:49:07,749 | progress   |       Finished subset 60/316, 18.99 percent done
INFO     | 2020-01-08 23:52:25,045 | progress   |       Finished subset 61/316, 19.30 percent done
INFO     | 2020-01-08 23:55:34,577 | progress   |       Finished subset 62/316, 19.62 percent done
INFO     | 2020-01-08 23:58:06,644 | progress   |       Finished subset 63/316, 19.94 percent done
INFO     | 2020-01-09 00:01:17,412 | progress   |       Finished subset 64/316, 20.25 percent done
INFO     | 2020-01-09 00:04:08,622 | progress   |       Finished subset 65/316, 20.57 percent done
INFO     | 2020-01-09 00:07:10,583 | progress   |       Finished subset 66/316, 20.89 percent done
INFO     | 2020-01-09 00:09:34,610 | progress   |       Finished subset 67/316, 21.20 percent done
INFO     | 2020-01-09 00:12:22,854 | progress   |       Finished subset 68/316, 21.52 percent done
INFO     | 2020-01-09 00:15:31,015 | progress   |       Finished subset 69/316, 21.84 percent done
INFO     | 2020-01-09 00:18:40,069 | progress   |       Finished subset 70/316, 22.15 percent done
INFO     | 2020-01-09 00:21:44,028 | progress   |       Finished subset 71/316, 22.47 percent done
INFO     | 2020-01-09 00:24:19,886 | progress   |       Finished subset 72/316, 22.78 percent done
INFO     | 2020-01-09 00:27:29,319 | progress   |       Finished subset 73/316, 23.10 percent done
INFO     | 2020-01-09 00:30:27,714 | progress   |       Finished subset 74/316, 23.42 percent done
INFO     | 2020-01-09 00:33:11,739 | progress   |       Finished subset 75/316, 23.73 percent done
INFO     | 2020-01-09 00:36:32,451 | progress   |       Finished subset 76/316, 24.05 percent done
INFO     | 2020-01-09 00:39:43,637 | progress   |       Finished subset 77/316, 24.37 percent done
INFO     | 2020-01-09 00:43:02,835 | progress   |       Finished subset 78/316, 24.68 percent done
INFO     | 2020-01-09 00:46:16,247 | progress   |       Finished subset 79/316, 25.00 percent done
INFO     | 2020-01-09 00:49:15,867 | progress   |       Finished subset 80/316, 25.32 percent done
INFO     | 2020-01-09 00:52:34,433 | progress   |       Finished subset 81/316, 25.63 percent done
INFO     | 2020-01-09 00:55:26,058 | progress   |       Finished subset 82/316, 25.95 percent done
INFO     | 2020-01-09 00:58:35,940 | progress   |       Finished subset 83/316, 26.27 percent done
INFO     | 2020-01-09 01:01:41,266 | progress   |       Finished subset 84/316, 26.58 percent done
INFO     | 2020-01-09 01:04:46,290 | progress   |       Finished subset 85/316, 26.90 percent done
INFO     | 2020-01-09 01:07:44,589 | progress   |       Finished subset 86/316, 27.22 percent done
INFO     | 2020-01-09 01:10:45,324 | progress   |       Finished subset 87/316, 27.53 percent done
INFO     | 2020-01-09 01:14:11,277 | progress   |       Finished subset 88/316, 27.85 percent done
INFO     | 2020-01-09 01:17:30,496 | progress   |       Finished subset 89/316, 28.16 percent done
INFO     | 2020-01-09 01:20:49,000 | progress   |       Finished subset 90/316, 28.48 percent done
INFO     | 2020-01-09 01:23:24,166 | progress   |       Finished subset 91/316, 28.80 percent done
INFO     | 2020-01-09 01:26:45,417 | progress   |       Finished subset 92/316, 29.11 percent done
INFO     | 2020-01-09 01:29:46,527 | progress   |       Finished subset 93/316, 29.43 percent done
INFO     | 2020-01-09 01:32:27,013 | progress   |       Finished subset 94/316, 29.75 percent done
INFO     | 2020-01-09 01:34:56,085 | progress   |       Finished subset 95/316, 30.06 percent done
INFO     | 2020-01-09 01:37:53,477 | progress   |       Finished subset 96/316, 30.38 percent done
INFO     | 2020-01-09 01:40:54,560 | progress   |       Finished subset 97/316, 30.70 percent done
INFO     | 2020-01-09 01:43:50,825 | progress   |       Finished subset 98/316, 31.01 percent done
INFO     | 2020-01-09 01:46:34,732 | progress   |       Finished subset 99/316, 31.33 percent done
INFO     | 2020-01-09 01:49:38,533 | progress   |       Finished subset 100/316, 31.65 percent done
INFO     | 2020-01-09 01:52:16,413 | progress   |       Finished subset 101/316, 31.96 percent done
INFO     | 2020-01-09 01:54:57,947 | progress   |       Finished subset 102/316, 32.28 percent done
INFO     | 2020-01-09 01:57:32,687 | progress   |       Finished subset 103/316, 32.59 percent done
INFO     | 2020-01-09 02:00:40,737 | progress   |       Finished subset 104/316, 32.91 percent done
INFO     | 2020-01-09 02:04:03,441 | progress   |       Finished subset 105/316, 33.23 percent done
INFO     | 2020-01-09 02:06:52,575 | progress   |       Finished subset 106/316, 33.54 percent done
INFO     | 2020-01-09 02:10:06,252 | progress   |       Finished subset 107/316, 33.86 percent done
INFO     | 2020-01-09 02:12:59,447 | progress   |       Finished subset 108/316, 34.18 percent done
INFO     | 2020-01-09 02:15:45,454 | progress   |       Finished subset 109/316, 34.49 percent done
INFO     | 2020-01-09 02:18:11,825 | progress   |       Finished subset 110/316, 34.81 percent done
INFO     | 2020-01-09 02:20:59,342 | progress   |       Finished subset 111/316, 35.13 percent done
INFO     | 2020-01-09 02:23:57,468 | progress   |       Finished subset 112/316, 35.44 percent done
INFO     | 2020-01-09 02:27:03,684 | progress   |       Finished subset 113/316, 35.76 percent done
INFO     | 2020-01-09 02:30:14,536 | progress   |       Finished subset 114/316, 36.08 percent done
INFO     | 2020-01-09 02:32:29,560 | progress   |       Finished subset 115/316, 36.39 percent done
INFO     | 2020-01-09 02:35:15,222 | progress   |       Finished subset 116/316, 36.71 percent done
INFO     | 2020-01-09 02:37:54,832 | progress   |       Finished subset 117/316, 37.03 percent done
INFO     | 2020-01-09 02:40:51,826 | progress   |       Finished subset 118/316, 37.34 percent done
INFO     | 2020-01-09 02:43:34,853 | progress   |       Finished subset 119/316, 37.66 percent done
INFO     | 2020-01-09 02:45:39,572 | progress   |       Finished subset 120/316, 37.97 percent done
INFO     | 2020-01-09 02:48:20,954 | progress   |       Finished subset 121/316, 38.29 percent done
INFO     | 2020-01-09 02:51:06,002 | progress   |       Finished subset 122/316, 38.61 percent done
INFO     | 2020-01-09 02:53:37,066 | progress   |       Finished subset 123/316, 38.92 percent done
INFO     | 2020-01-09 02:56:05,355 | progress   |       Finished subset 124/316, 39.24 percent done
INFO     | 2020-01-09 02:58:49,428 | progress   |       Finished subset 125/316, 39.56 percent done
INFO     | 2020-01-09 03:01:35,118 | progress   |       Finished subset 126/316, 39.87 percent done
INFO     | 2020-01-09 03:04:10,656 | progress   |       Finished subset 127/316, 40.19 percent done
INFO     | 2020-01-09 03:06:33,149 | progress   |       Finished subset 128/316, 40.51 percent done
INFO     | 2020-01-09 03:09:32,717 | progress   |       Finished subset 129/316, 40.82 percent done
INFO     | 2020-01-09 03:12:13,727 | progress   |       Finished subset 130/316, 41.14 percent done
INFO     | 2020-01-09 03:14:43,526 | progress   |       Finished subset 131/316, 41.46 percent done
INFO     | 2020-01-09 03:17:15,339 | progress   |       Finished subset 132/316, 41.77 percent done
INFO     | 2020-01-09 03:19:34,385 | progress   |       Finished subset 133/316, 42.09 percent done
INFO     | 2020-01-09 03:22:04,283 | progress   |       Finished subset 134/316, 42.41 percent done
INFO     | 2020-01-09 03:25:06,099 | progress   |       Finished subset 135/316, 42.72 percent done
INFO     | 2020-01-09 03:28:00,123 | progress   |       Finished subset 136/316, 43.04 percent done
INFO     | 2020-01-09 03:30:29,095 | progress   |       Finished subset 137/316, 43.35 percent done
INFO     | 2020-01-09 03:32:42,079 | progress   |       Finished subset 138/316, 43.67 percent done
INFO     | 2020-01-09 03:35:16,739 | progress   |       Finished subset 139/316, 43.99 percent done
INFO     | 2020-01-09 03:38:13,807 | progress   |       Finished subset 140/316, 44.30 percent done
INFO     | 2020-01-09 03:40:33,084 | progress   |       Finished subset 141/316, 44.62 percent done
INFO     | 2020-01-09 03:43:37,801 | progress   |       Finished subset 142/316, 44.94 percent done
INFO     | 2020-01-09 03:45:55,103 | progress   |       Finished subset 143/316, 45.25 percent done
INFO     | 2020-01-09 03:48:16,747 | progress   |       Finished subset 144/316, 45.57 percent done
INFO     | 2020-01-09 03:51:33,925 | progress   |       Finished subset 145/316, 45.89 percent done
INFO     | 2020-01-09 03:54:14,745 | progress   |       Finished subset 146/316, 46.20 percent done
INFO     | 2020-01-09 03:57:08,274 | progress   |       Finished subset 147/316, 46.52 percent done
INFO     | 2020-01-09 04:00:15,365 | progress   |       Finished subset 148/316, 46.84 percent done
INFO     | 2020-01-09 04:03:03,299 | progress   |       Finished subset 149/316, 47.15 percent done
INFO     | 2020-01-09 04:06:01,936 | progress   |       Finished subset 150/316, 47.47 percent done
INFO     | 2020-01-09 04:08:39,538 | progress   |       Finished subset 151/316, 47.78 percent done
INFO     | 2020-01-09 04:11:39,249 | progress   |       Finished subset 152/316, 48.10 percent done
INFO     | 2020-01-09 04:14:50,064 | progress   |       Finished subset 153/316, 48.42 percent done
INFO     | 2020-01-09 04:17:55,781 | progress   |       Finished subset 154/316, 48.73 percent done
INFO     | 2020-01-09 04:20:33,657 | progress   |       Finished subset 155/316, 49.05 percent done
INFO     | 2020-01-09 04:23:15,582 | progress   |       Finished subset 156/316, 49.37 percent done
INFO     | 2020-01-09 04:25:53,609 | progress   |       Finished subset 157/316, 49.68 percent done
INFO     | 2020-01-09 04:28:32,023 | progress   |       Finished subset 158/316, 50.00 percent done
INFO     | 2020-01-09 04:31:17,282 | progress   |       Finished subset 159/316, 50.32 percent done
INFO     | 2020-01-09 04:33:34,236 | progress   |       Finished subset 160/316, 50.63 percent done
INFO     | 2020-01-09 04:36:47,440 | progress   |       Finished subset 161/316, 50.95 percent done
INFO     | 2020-01-09 04:39:19,694 | progress   |       Finished subset 162/316, 51.27 percent done
INFO     | 2020-01-09 04:41:43,773 | progress   |       Finished subset 163/316, 51.58 percent done
INFO     | 2020-01-09 04:44:24,138 | progress   |       Finished subset 164/316, 51.90 percent done
INFO     | 2020-01-09 04:46:43,337 | progress   |       Finished subset 165/316, 52.22 percent done
INFO     | 2020-01-09 04:49:14,541 | progress   |       Finished subset 166/316, 52.53 percent done
INFO     | 2020-01-09 04:51:38,995 | progress   |       Finished subset 167/316, 52.85 percent done
INFO     | 2020-01-09 04:54:29,559 | progress   |       Finished subset 168/316, 53.16 percent done
INFO     | 2020-01-09 04:57:04,696 | progress   |       Finished subset 169/316, 53.48 percent done
INFO     | 2020-01-09 04:59:36,834 | progress   |       Finished subset 170/316, 53.80 percent done
INFO     | 2020-01-09 05:02:26,306 | progress   |       Finished subset 171/316, 54.11 percent done
INFO     | 2020-01-09 05:04:57,296 | progress   |       Finished subset 172/316, 54.43 percent done
INFO     | 2020-01-09 05:06:59,015 | progress   |       Finished subset 173/316, 54.75 percent done
INFO     | 2020-01-09 05:09:23,223 | progress   |       Finished subset 174/316, 55.06 percent done
INFO     | 2020-01-09 05:11:48,651 | progress   |       Finished subset 175/316, 55.38 percent done
INFO     | 2020-01-09 05:14:01,134 | progress   |       Finished subset 176/316, 55.70 percent done
INFO     | 2020-01-09 05:16:58,215 | progress   |       Finished subset 177/316, 56.01 percent done
INFO     | 2020-01-09 05:19:40,952 | progress   |       Finished subset 178/316, 56.33 percent done
